asi_slno,raw_text,page
34,"Kos Minar Agra-Fatehpur Sikri Agra Road,Mile 09,Furlong 04",112
35,"Kos Minar Agra-Fatehpur Sikri Agra Road, Mile 11, Fag 01",112
36,"Kos Minar Agra-Fatehpur Sikri Agra Road, Mile12,Furlong 07",112
37,"Kos Minar Agra-Fatehpur Sikri Agra Road, Mile 15, Furlong 02",112
38,"Kos Minar Agra-Fatehpur Sikri Agra Road, Mile 04, Furlong 03",112
39,"Kos Minar Agra-Mathura Road, Agra Mile 06, Furlong 07",112
40,"Kos Minar Agra-Mathura Road, Agra Mile-09, Furlong 04",112
41,"Kos Minar Agra-Mathura Road, Agra Mile-12, Furlong 01",112
42,Tomb of Mahabat Khan's Daughter. Bagh Rajpur Agra,112
43,Chattrie making the site of the Empress Bhogipura Agra Jodhbai's Tomb.,112
44,Double storied Mughal pavilion called Hajeera. Burhia-ka-Tal Agra,112
45,The village known as Burhia-ka-Tal. Burhia-ka-Tal Agra,112
46,Tomb of Sadiq Khan Gelana Agra,112
47,Tomb of Salabat Khan Gelana Agra,112
48,Dhakri-ka-Mahal Gopalpura Agra,112
49,Jami Masjid Itimadpur Agra,112
50,Jagner Fort including the Gwal Baba Temple Jagner Agra with the Stairway leading there to and the baoli outside and below tha main gate on the hill of Jagner.,112
51,Two gateways and the Mosque in the Jajau Jajau Agra 112 Sl.No. Name of the Monument / Site Locality District Sarai.,112
52,Humayun Masjid Kachhpura Agra,113
53,Bara Khamba Kagarol Agra,113
54,Guru-ka-Tal Kakretha Agra,113
55,Fifty-two bullock well Khawaspur Agra,113
56,Kamal Khan's Dargah Khawaspur Agra,113
57,Old Tila and Tasu Tila Khawaspur Agra,113
58,"Roman Catholic Cemetery with all its tombs, Lashkarpur and Sadi- Agra Boundary Walls, gateways and gardens ka-Nagla",113
59,Mass of rubble and concrete said to contain Mau Agra tombs of Ladli Begum and her two brothers Faizi and Abul Fazl,113
60,Hathi Khana Mauza Basai Mustkil Agra (Taj Ganj),113
61,Haveli of Agah Khan Mauza Basai Mustkil Agra (Taj Ganj),113
62,Itibari Khan's Mosque Near Sikandara Agra,113
63,Jaswant Singh-ki-Chattri Rajwara Agra,113
64,Mosque adjoining the Mausoleum of Jaffar Rajwara Agra Khan,113
65,Tomb of Sheikh Ibrahim Rasulpur Agra (Nephew of Salim Chishti),113
66,"Akbar's Tomb, gateway and walls round the Sikandara Agra ground.",113
67,Dalans on the east and south sides of the great Sikandara Agra south gate and domed structure on the west side of the same gate.,113
68,"Kanch Mahal, at the southeast corner of Akbar's Sikandara Agra Tomb",113
69,Mariam's Tomb Sikandara Agra,113
70,Small mosque situated in the Church Missionary Sikandara Agra Society's compound,113
71,Monuments in the memory of Captain Ronald Aligar Aligarh Cameron and other soldiers.,113
72,Khera Mound Bajera Khera Aligarh,113
73,Smaller Mound Bajera Khera Aligarh,113
74,Monument in memory of the brave men who fell Gangiri Aligarh at the hour of victory.,113
75,"Three Mounds Gorai Dhana, Iglas, Aligarh",113
76,Masjid Pilkhana Aligarh,113
77,Ancient site consisting of the remains of an Sankara Aligarh ancient fort and an extensive Khera,113
78,High isolated conical shaped mound Sankara Aligarh,113
79,"Mound, part of which appears to be the remains Sankara Aligarh of a Buddhist stupa or a temple",113
80,"Nagaria Khera Shahgarh Khera, Aligarh Shahgarh 113 Sl.No. Name of the Monument / Site Locality District",113
81,"Old Garhi or Mud Fort Shahgarh Khera, Aligarh Shahgarh",114
82,"Sahegarh Khera Shahgarh Khera, Aligarh Shahgarh",114
83,Monument near Old Fort Tappal Aligarh,114
84,Tomb of Thomson Simpson Tappal Aligarh,114
85,Large Mound Atranjikhera Etah,114
86,Khera Basundara Basundra Etah,114
87,Large mound dividing the village into two Bilsar Etah distinct portions known as Bilsar Pachiya and Bilsar Purva.,114
88,Mound containing ancient relics of the Gupta Bilsar Etah period.,114
89,Tombs of Colonel Gardener and his Begum Chaoni Etah,114
90,Remains of an old temple Malawan Etah,114
91,"Two Mounds together with a statue, ancient Noh Khas and Khera Etah sculptures and other antiquarian remains. Noh",114
92,Fort Sakit Etah,114
93,Ruined Mosque in the old Fort Sakit Etah,114
94,Extensive Khera Sarai Aghat Etah,114
95,Sita Ramji's temple Soron Etah,114
96,Remains of an old Fort Asai Khera Etawah,114
97,Ancient fortress and site Chakra Naga Etawah,114
98,Gateway Ekdil Etawah,114
99,Jami Masjid with its appurtenances Etawah Etawah,114
100,"Tomb of Nizammuddin Rapri, Shikhohabad Firozabad",114
101,"Idgah Rapri, Shikhohabad Firozabad",114
102,"Tomb of Fariduddin alias Main Fiddu Shekupur Garhi, Firozabad Rapri, hikhohabad",114
103,"Tomb of Nasiruddin Shekupur Garhi, Firozabad Rapri, Shikhohabad",114
104,Monument near Kilah railway station Hathras Hathras,114
105,Remains of an old Hindu temple inside the Hathras Hathras Dayaram's fort,114
106,Small circular mound Lakhnu Hathras,114
107,Mound Lakhnu Hathras,114
108,Monument of Major Robert Naim Pipalgaon Hathras,114
109,Monument in the memory of Samuel Anderson Sasni Hathras Nichterlein,114
110,Mound known as Gohana Khera Sasni Hathras,114
111,Closed cemetery Mainpur Mainpuri,114
112,Ancient Mound Adinga Mathura,114
113,Ancient site Bajna Mathura,114
114,Pillar with Sanskrit inscription dated samvat Barsana Mathura 1666 in the flanking tower at the Bhanakaur tank 114 Sl.No. Name of the Monument / Site Locality District,114
115,Mound (Barse ka Tila) Bhadar Mathura,115
116,Temple of Govind Deo Brindaban Mathura,115
117,Temple of Jugal Kishore Brindaban Mathura,115
118,Temple of Madan Mohan Brindaban Mathura,115
119,Temple of Radha Ballabh Brindaban Mathura,115
120,Akbari Sarai Chhatta Mathura,115
121,"Kos Minar, Mile 19 Furlong 1 Chhatta Mathura",115
122,"Kos Minar, Mile 24 Furlong 3 Chhatta Mathura",115
123,"Kos Minar, Mile 26 Furlong 7 Chhatta Mathura",115
124,"Kos Minar, Mile 29 Furlong 4 Chhatta Mathura",115
125,"Two mounds, the second mound is known as Ganesra Mathura Singer Tila",115
126,Kos Minar Gohari Mathura,115
127,Mound Jaisinghpura Mathura,115
128,Ancient Mound (Hathi Tila ) near Kishori Raman Kesopur Menoharpur Mathura college,115
129,Fortified Sarai with all its walls and gateways Kosi Mathura,115
130,Small mound locally known as Chavar Kosi Mathura,115
131,Mound Kota Mathura,115
132,Mound marking the Old Fort Mahaban Mathura,115
133,Ancient Site containing fragments of images Mat Mathura,115
134,"Ancient sculptures, carvings, images, bas- Mathura Mathura reliefs, inscriptions, stones and like objects",115
135,Gayatri mound Mathura Mathura,115
136,Girdharpur mound Mathura Mathura,115
137,Gopal Khera Mathura Mathura,115
138,"Kankali tila, Jain and Chaubara Mound Mathura Mathura",115
139,Kos Minar on the circular road Mathura Mathura,115
140,Palikhera Mound Mathura Mathura,115
141,Portions of Katra Mound which are not in the Mathura Mathura possession of Nazul tenants on which formerly stood a temple of Kehsavadeva which was dismantled and the site utilised for the mosque of Aurangzeb,115
142,"Sati Burz, supposed to commemorate the Sati Mathura Mathura of the widow of Raja Biharmal of Jaipur erected by her son Raja Bhagwandas in A.D. 1570",115
143,Site of ancient Pokhar (Pushkarini) Mathura Mathura,115
144,Queen Victoria Memorial Mathura Mathura,115
145,Ahalyaganj Mound Mathura-Brindaban Mathura road,115
146,Chamunda Tila Mathura-Brindaban Mathura road,115
147,"Kos Minar, Mile 3, Furlong 5.175 from the Mathura-Delhi road Mathura boundary",115
148,"Kos Minar, Mile 11, Furlong 5 (west of Chamah Mathura-Delhi road Mathura 115 Sl.No. Name of the Monument / Site Locality District village)",115
149,"Kos Minar, opposite to mile 13, Furlong 1 from Mathura-Delhi road Mathura road",116
150,"Kos Minar, Mile 116, 400 yards from road Mathura-Delhi road Mathura",116
151,Kos Minar in the beginning of Dig road Mathura-Dig road Mathura,116
152,Ancient Site Mora Mathura,116
153,Extensive site containing a high mound Shahpur Ghosana Mathura apparently a fort with ramparts and corner turrets,116
154,Mound Sonauth Janubi Mathura Jhansi Circle Sl.No. Name of the Monument / Site Locality District,116
1,"Closed cemetery, Katra Naka Banda Banda",116
2,Jami Masjid Banda Banda,116
3,Monument in memory of General Whitelock's Banda Banda Force,116
4,Baoli Bhawanipur Banda,116
5,"Fort of Kalinjar, together with the parapet walls, Kalinjar Banda with the gateways andthe monuments inside it, Viz. Sita Kunda, Sita Sez, Patalganga, Pandu Kund, Bhairon-ki-Jhiria, Siddh-ki-gupha, Bhagwan-Sej, Pani-ka-aman, Mrigdhara, Kotitirth, Linga temple of Nilakantha etc.",116
6,Approaches to Kalinjar Fort Kalinjar Banda,116
7,Remains of the old fort with its seven gateways. Kalinjar Banda A temple of Mahadeo and an inscribed stone in Sanskrit lying on the foot and approaches to the same,116
8,"Two inscriptions, one dated 1520, the other Ansuya ji Chitrakut undated on a large basalt rock close to the bank of the Paisuni river",116
9,Closed cemetery Bargarh Chitrakut,116
10,Temple Bargarh Chitrakut,116
11,"Remains of a temple, circa 10th century AD Barha-Kotra Chitrakut locally called Bhar Deul",116
12,Small temple with a sanctum and a flat roof Barha-Kotra Chitrakut,116
13,Two large caves known as Rikhian Barha-Kotra Chitrakut,116
14,Remains of a small Chandella temple Birpur Chitrakut 116 Sl.No. Name of the Monument / Site Locality District,116
15,"Remains of an old Chandella temple Dadhwa, Rampur & Chitrakut Manpur",117
16,Stone temple Ganesh Bagh one Chitrakut mile south-east of Karwi,117
17,Two Chandella temples standing together on Gonda Chitrakut the same platform,117
18,Balari Nath Gulrampur Chitrakut,117
19,Two temples Gulrampur Chitrakut,117
20,Temple In the Centre of a tank Chitrakut near the Jail,117
21,City cemetery Karwi Chitrakut,117
22,Ruins of an old Jain temple called Haihaiti Koh Chitrakut Mandir together with fragments of statues about the fort of the hill,117
23,Ruins of some Jain Temples Lauri of Lokhari Chitrakut,117
24,Manikpur cantonment cemetery Manikpur Chitrakut,117
25,Fort with the fortification walls and the three Marpha Chitrakut ruined Jain temples and one ruined Hindu temple inside the fort,117
26,Two ruined temples Mau Chitrakut,117
27,Inscribed statue of Chandella period under a Pura Chitrakut pipal tree,117
28,Ruins of a large linga temple of the Chandella Pura Chitrakut type,117
29,Priest’s house Ramnagar Chitrakut,117
30,Remains of a large temple Ramnagar Chitrakut,117
31,Ruins of a large Chandella temple Ramnagar Chitrakut,117
32,"Group of ruins, the principal object of which is Rasin Chitrakut the entrance door of a temple",117
33,Remains of an old fort and a disused temple Rasin Chitrakut Devi Chandra Maheshwari,117
34,"Rock hewn tank, close to the temple of Chandi Rasin Chitrakut Maheshwari",117
35,Several Sati pillars with a large standing female Rasin Chitrakut figure holding a child in her left arm,117
36,Temple of Chandi Maheshwari Rasin Chitrakut,117
37,Two large caves in the middle of a hillock with Rauli Chitrakut broken sculptures scattered about,117
38,Certain mounds covered with broken statues Kadhwa Hamirpur and sculptures,117
39,Closed British Cemetery Kaitha Hamirpur,117
40,"Jain Temple mounds covered with broken bricks Sumerpur Hamirpur etc. and three kheras near them viz, Ladhanpur, Mirzapur and Itara",117
41,Sanskrit Inscription of Samvat 1672 on the Akbarpur or Ataura Jalaun Chauknanda of Rupan Guru,117
42,Cemetery Jalaun Jalaun 117 Sl.No. Name of the Monument / Site Locality District,117
43,Chaurasi Tomb of Lodhi Shah Badshah Kalpi Jalaun,118
44,Closed Cemetery Kalpi Jalaun,118
45,Piece of fort wall on the north-east scarp with its Kalpi Jalaun circular bastion,118
46,Small domed building carried on six pillars Kalpi Jalaun immediately near to the P.W.D. Rest House,118
47,Cemetery Kunch Jalaun,118
48,Dome on twelve pillars called Bara Khamba Kunch Jalaun traditionally ascribed to the commander of Prithviraja,118
49,Mosque Orai Jalaun,118
50,Ruins of a large temple of the Chandella period Bangama Jhansi,118
51,Chandel Temple Barua-sagar Jhansi,118
52,Ghugua-ka-math Barua-sagar Jhansi,118
53,Jarai-ka-math Barua-sagar Jhansi,118
54,Jarao-ka-Marhia Barua-sagar Jhansi,118
55,Tank Barua-sagar Jhansi,118
56,Chhatari of Raja Gangaghar Rao alongwith tank Dariapur Jhansi,118
57,Jama Masjid Erich Jhansi,118
58,Gharao-ka-math Gharao Jhansi,118
59,"Memorial cemetery, south of fort on Phuta Jhansi Jhansi Darwaza",118
60,"Monument of Major F.W. Pinkney, situated on Jhansi Jhansi the hillock near the premises of Messers Eduljee Boyce &Co.",118
61,Rani Lakshmi Bai Mahal Jhansi Jhansi,118
62,Jhansi Fort Jhansi Jhansi,118
63,Sikhara-roofed temple called Marhia and Khojra Jhansi dedicated to Gond baba,118
64,Remains of a Chandella temple Kishni Khurd Jhansi,118
65,Remains of an old Chandella temple Marha Jhansi,118
66,Temple Marha Jhansi,118
67,Chandela Temple Pachwara (Gahras) Jhansi,118
68,Ruins of a large Chandella Temple containing a Patha-Sagauli Jhansi well preserved statue of Vishnu,118
69,Gunner Burkill's Tomb Ragoon Jhansi,118
70,Chandela Temple Sakrar Jhansi,118
71,Ruined temple at the upper end of Rai Tal on Sirwabaran Jhansi the banks of which is a roundish boulder containing two inscriptions of Samvat 1604 and 1608,118
72,Dilapidated Bundela temple with a colossal Banpur Lalitpur statue of Tirthankar called linga with two short inscriptions,118
73,"Ganesh Khera, an ancient site with a large Banpur Lalitpur elephant headed God",118
74,Jain Temple Banpur Lalitpur 118 Sl.No. Name of the Monument / Site Locality District,118
75,Maniktila Banpur Lalitpur,119
76,Pali Khera Banpur Lalitpur,119
77,"Three temples, two of Vishnu and one of Linga Bhadona Lalitpur Mahadeva of Gondwani type",119
78,Temple of Sun God Budhni Lalitpur,119
79,Bilmori Chandpur Lalitpur,119
80,Inscription slab of 13th century Chandpur Lalitpur,119
81,Inscribed slab dated samvat 1325 Chandpur Lalitpur,119
82,Jain temple Chandpur Lalitpur,119
83,Jhammer Chandpur Lalitpur,119
84,Sahasra Linga Chandpur Lalitpur,119
85,Small temple in the Jungle Chandpur Lalitpur,119
86,Two monolithic pillars Chandpur Lalitpur,119
87,"Varaha, Inscribed column and ruined shrines Chandpur Lalitpur",119
88,Vishnu and Lakshmi Narayan shrines Chandpur Lalitpur,119
89,Vishnu temple known as Bhandaria Chandpur Lalitpur,119
90,Small flat-roofed fane sacred to Mahadeva Dasraran Lalitpur,119
91,Half-fallen lane of Chandi having a shrine and a Daulatpur Lalitpur porch,119
92,Large slab of the seven Mothers with Ganesha Daulatpur Lalitpur lying on the bed of the valley below the temple Chandi,119
93,Ghats Deogarh Lalitpur,119
94,Gupta Temple Deogarh Lalitpur,119
95,Jain temples in Deogarh fort Deogarh Lalitpur,119
96,Large temples Deogarh Lalitpur,119
97,Varaha temple Deogarh Lalitpur,119
98,Sikhara-roofed temple known as Kathoylan Deongoul Lalitpur Mithla,119
99,Small temple with broken sikhara known as Deongoul Lalitpur Chaturbhuji,119
100,Temple of Bhavani Deongoul Lalitpur,119
101,Sati slab showing three-headed Mahadeva on Dhongra Lalitpur the top and fighting scenes below,119
102,Small temple of Sankhanath or Santanatha Dhongra Lalitpur,119
103,Akhara Dudhai Lalitpur,119
104,Bajrang Dudhai Lalitpur,119
105,Banbaba Dudhai Lalitpur,119
106,Bania-ki-Barat Dudhai Lalitpur,119
107,Chhatri with Varaha Dudhai Lalitpur,119
108,Jain temples Dudhai Lalitpur,119
109,Larger Surang Dudhai Lalitpur,119
110,Lesser Surang Dudhai Lalitpur,119
111,Linga or Mahadeva Dudhai Lalitpur,119
112,Rock-cut Narasimha Dudhai Lalitpur,119
113,Temples Dudhai Lalitpur 119 Sl.No. Name of the Monument / Site Locality District,119
114,Two small temples of the Godwani type of which Dudhai Lalitpur one is sacred to Gond baba and the other to Mahadeva,120
115,Varaha near tank Dudhai Lalitpur,120
116,"Northern temple consisting of a shrine and a Gurha Lalitpur porch sacred to Mahadeva or Linga, an inscription of Samvat 1014 over the lintel",120
117,Temples dedicated to Vishnu Gurha Lalitpur,120
118,Two temples and several relics Gurha Khera Lalitpur,120
119,Kuraiya Bir Temple Kuchdon Lalitpur,120
120,Bansa Building of Firozshah's time Lalitpur Lalitpur,120
121,Champa Marh Madanpur Lalitpur,120
122,Jain Group of temples Madanpur Lalitpur,120
123,Large temple in front of Panch Marhia Madanpur Lalitpur,120
124,Modimor Madanpur Lalitpur,120
125,Mudianior Madanpur Lalitpur,120
126,Panch Marhia Madanpur Lalitpur,120
127,Temple at Mahadeva Madanpur Lalitpur,120
128,Temples (Bari & Chotti Kacheries) Madanpur Lalitpur,120
129,"Two small temples, one of which is sacred to Madanpur Lalitpur the mother of Mahavira",120
130,Ruined temple The sanctum site has a statue Markhera Lalitpur of Trimurti,120
131,Tall Sati-slab called a Caza bearing an Markhera Lalitpur inscription of Samvat 1348,120
132,Temple Markhera Lalitpur,120
133,Temple site Markhera Lalitpur,120
134,Temple of Neelkantha Pali Lalitpur,120
135,Overhanging rock with some pre-historic Panduon Lalitpur sculptured bordering the Jamini Valley,120
136,Remains of a large Vishnu temple Satgato Lalitpur,120
137,Jain Temple and a Torana or Gateway Sironi Khurd Lalitpur,120
138,Slab containing a Kutila inscription of 46 lines of Sironi Khurd Lalitpur the reign of Mahendrapaldeva in the compound of Santinatha's temple,120
139,Torana or gateway situated outside the Sironi Khurd Lalitpur compound of modern Jain Temple,120
140,Temple Sonrai Lalitpur,120
141,Small temple with three figures of Vishnu in the Surabad Lalitpur niches outside,120
142,Fort Talbehat Lalitpur,120
143,Temple of Mahadeva Vijapur Lalitpur,120
144,Four Chandella temples and small masonry Akona Mahoba tank,120
145,Chakariya Dai carving of a women with a child Bagwa Mahoba in her arm,120
146,Ruins of two granite temple Charna Mahoba 120 Sl.No. Name of the Monument / Site Locality District,120
147,Small mound locally known as Bhainsasur with Chukta Mahoba a ruined temple on the summit and old statue inside it,121
148,"Brahm Tal, an extensive tank with embankment Kabraia Mahoba On this embankment is a ruined Chandella temple lake and the ruins of a baithak",121
149,Ruins of a palace on a hill Kulpahar Mahoba,121
150,Two ruined granite temples Luhari Mahoba,121
151,Foundation of Temple Madau Mahoba Mahoba,121
152,Granite pillar Mahoba Mahoba,121
153,Five life-sized elephant statues Mahoba Mahoba,121
154,Jama Masjid Mahoba Mahoba,121
155,Lake of Vijaya Sagar Mahoba Mahoba,121
156,Palace of Raja Paramardi Deva or Parmal Mahoba Mahoba,121
157,Small stone pillar called Alha-ki-Lat Mahoba Mahoba,121
158,Temple of Khakra-Math in the middle of Madan Mahoba Mahoba Sagar,121
159,Twenty-four rock-hewn images of the Mahoba Mahoba Tirthankara with Inscriptions dated Samavt 1206,121
160,Lake of Kirat Sagar Mahoma Mahoba,121
161,Lake of Madan Sagar Mahoma Mahoba,121
162,Makarbai Temple Makarbai Mahoba,121
163,Ruins of a large granite temple Makarbai Mahoba,121
164,Old well with an inscription of Samvat 755 Paraobari Mahoba,121
165,Large tank Patkari Mahoba,121
166,Rahiliya temple Rahiliya Mahoba,121
167,Large Chandella tank on the embankment on Rawatpur Mahoba which stands a large ruined temple of the earliest Chandella type,121
168,Smaller temple of which the dome has fallen Rawatpur Mahoba,121
169,Sijari Temple Sijari Mahoba,121
170,Tank called Baratal with an Island bearing the Srinagar Mahoba ruins of a large Chandella temple,121
171,Brahmanical temple Sukora Mahoba,121
172,Jain temple Sukora Mahoba,121
173,"Temple, a flat-roofed building Urwara Mahoba Lucknow Circle Sl.No. Name of Monument / Site Locality District",121
1,Group of ruined brick temple of the 10th century Bhagupur Amethi locally called Teligarhi,121
2,"Extensive brick strewn mounds undoubtedly of Raipur, Tikri, Amethi the ruins of Buddhist cities Shahgarh",121
3,Gateway Ajitma Auraiya,121
4,Kos Minar in field no.127 Bhagautipur Auraiya 121 Sl.No. Name of Monument / Site Locality District,121
5,Kos Minar in field no.194/1/(191/1) Jarhaulia Auraiya,122
6,Kos Minar in field no. 215-1 Paighambarpur Auraiya,122
7,"Kos Minar in field no.684 and 685, Panhar Salempur alias Sale Auraiya under Revenue Mauza, Panhar",122
8,Tomb of Salar Saifuddin alias Surkhru Salar Bahraich Bahraich,122
9,Large brick strewn khera being the ruins of an Chandra or Chardah Bahraich apparently Buddhist city,122
10,Khera said to be the ruins of one of the principal Hathi Kund Bahraich cities of Raja Karna of the Mahabharata,122
11,Tomb of Rajab Sajar alias Hatila Salar Shahpur Jote Yusuf Bahraich,122
12,Domes and buildings inside the inner enclosure Singha Parasi Bahraich including ther ancient walls of the inner enclosure of Saiyid Salar Masud's celebrated dargah,122
13,Mound locally known as Ora Jhar situated on Ghooghulpur Balrampur the road from Balrampur near the ancient remains of Sahet-Mahet (Sravasti),122
14,Mound locally known as Penahia Jhar situated Ghooghulpur Balrampur on the road from Balrampur near the Ancient remains of Saheth-Maheth (Sravasti),122
15,Mound locally known as Kharahua Jhar situated Ghooghulpur Balrampur on the road from Balrampur near the Ancient remains of Saheth-Maheth (Sravasti),122
16,Tomb of Mohd. Khan Bangash Nawab Farrukhabad Farrukhabad,122
17,Closed cemetery at all Souls Memorial Church Fatehgarh Farrukhabad,122
18,Closed cemetery at Fort Fatehgarh Farrukhabad,122
19,Closed cemetery at British Infantry lines Fatehgarh Farrukhabad,122
20,Tomb of Surgeon Thomas Hamilton Fatehgarh Farrukhabad,122
21,Queen Victoria Memorial Fatehgarh Farrukhabad,122
22,Most easterly mound of the isolated tilas Kampil Farrukhabad,122
23,Tomb of Major Robertson Karhar Farrukhabad,122
24,Mosque and Saraia Khudaganj Farrukhabad,122
25,"Stone and its enclosure marking the place Khudaganj Farrukhabad where the late Field Marshall Earl Roberts, P.C.K.G.etc. earned his Victoria Cross at the battle of Kali Nadi in 1857 situated in grave.",122
26,Tomb of Nawab Rashid Khan Maurshida-bad Farrukhabad,122
27,"Site of an old Buddhist Vihara, Extensive mound Pakhnabihar Farrukhabad",122
28,Extensive Mound Pilkhana Farrukhabad,122
29,Ancient Site Sankissa Farrukhabad,122
30,Tank of Naga called Karevar or Kandayat Tal Sankissa Farrukhabad,122
31,Tomb of Lt. Col. John Guthrie in the mud fort Thatia Farrukhabad,122
32,Mound called chauki Aphui Fatehpur,122
33,Monument in the memory of A. Blakely Asafpur Fatehpur 122 Sl.No. Name of Monument / Site Locality District,122
34,Large mound covered with broken bricks and Asni Fatehpur pottery,123
35,Extensive brick-strewn mound Asothar Fatehpur,123
36,Smaller mound bearing five large Digamber Jain Asothar Fatehpur figures which people call the five Pandavas,123
37,Emperor Aurangzeb's Pavilion Bagh Badshahi Fatehpur (Khajuha),123
38,Entire compound known as Bagh Badshahi Bagh Badshahi Fatehpur (Khajuha),123
39,Temple Bahua Fatehpur,123
40,"Four massive masonry pillars containing stone Fatehpur Fatehpur tablets with inscriptions in Urdu and Hindi representing translations of the Ten Commandments and some verses from Saint John's Gospel, on the Grand Trunk Road just opposite the Public Works Department Inspection House on the western outskirts of the town",123
41,Square sand-stone pillar bearing an inscription Fatehpur Fatehpur of Mahipaladeva dated Samvat 974 in the Municipal Garden attached to the Town Hall,123
42,The collection of miscellaneous antiquities from Fatehpur Fatehpur different parts of the District grouped round the Asni Pillar of Mahipaladeva in the Municipal garden attached to the Town Hall,123
43,Hathikhana mosque or Jaichandi mosque Hathgaon Fatehpur,123
44,"Circular mound, the site of a temple Khairai Fatehpur",123
45,Extensive mound called Garhi Khairai Fatehpur,123
46,"Monument in the memory of T.S.Powell, Col. Kunwarpur Fatehpur",123
47,Four temples Kurari Fatehpur,123
48,Ruins of a fort built by Jaya Chandra Kutila Fatehpur,123
49,Old Fort Nahar Khor Fatehpur,123
50,Extensive ruins of an ancient fortified town said Paina Fatehpur to be a stronghold of the Chandella,123
51,Old Fort Paina Kalan Fatehpur,123
52,Mound with many pieces of stone sculptures Ren Fatehpur collected upon them,123
53,Ruined temple Saton Fatehpur,123
54,Two brick Temples Sirthar Amauli Fatehpur,123
55,Two temples Thithaura Fatehpur,123
56,Extensive mound and a group of Hindu Tiksariya Fatehpur Sculptures,123
57,Temple Tindauli Fatehpur,123
58,Major Robert's Tomb Baramau Hardoi,123
59,Brick mound locally called Bhankargarh Gandwa Hardoi,123
60,High irregular khera covered with broken bricks Hardoi Hardoi and sculptures,123
61,Mound known as Kalhaur or Killo Kalhaur Hardoi 123 Sl.No. Name of Monument / Site Locality District,123
62,Memorial tomb Khasaura Hardoi,124
63,Large dih covered with broken bricks and Kherwa & Kajhgaon Hardoi pottery crowned with a small ruined temple of the 19th century AD,124
64,Memorial cemetery Madhavganj Hardoi,124
65,Well near the Dargah of Makhdum Shah Mallawan Hardoi,124
66,Ancient mound Pahunchina Khera Hardoi (Lakhamapur),124
67,Large ruined site called Sandi Khera Pali Hardoi,124
68,Tomb of Nawab of Sadar Johan Pihani Hardoi,124
69,Phulmati Sandi Hardoi,124
70,Maqbara of Nawab Diler Khan Shahabad Hardoi,124
71,Unknown Tomb Chaudhariapur Kannauj,124
72,"Tomb of Sergeant, instructor of Musketry James Gursahaiganj Kannauj Norfolk",124
73,Bala Pir Tomb Kannauj Kannauj,124
74,Big Mosque Kannauj Kannauj,124
75,Kachhiriwala tomb Kannauj Kannauj,124
76,Mosque and the tomb of Makhdum Jahanian Kannauj Kannauj,124
77,Mound known as Old Fort Kannauj Kannauj,124
78,Outer gateway Kannauj Kannauj,124
79,Small mosque west of Bala Pir Kannauj Kannauj,124
80,Small inner gateway Kannauj Kannauj,124
81,Tomb of Sheikh Mohammad Mehdi Kannauj Kannauj,124
82,Zanana Gumbad Kannauj Kannauj,124
83,Mound Bithoor Kanpur,124
84,Lona cross Garden Kanpur Kanpur,124
85,Katcheri Cemetery Kanpur Kanpur,124
86,Memorial well garden Kanpur Kanpur,124
87,"Sawada Kothi, Monument including flight of Kanpur Kanpur steps with the surrounding pateau",124
88,Subedar-ka-Talab Cemetery Kanpur Kanpur,124
89,Wheeler's Entrechment Kanpur Kanpur,124
90,Kos Minar Khalaspur Kanpur,124
91,"Three images of Lakshmana, Ganesh and Behta Kanpur Dehat Vishnu lying in the cells or each side of the doorway of the temple of Jagannatha and a Gupta pillar lying in the compound of the temple and other images",124
92,Brick temple at Nebia Khera Bhadwara Kanpur Dehat,124
93,Ancient brick temple Bhitargaon Kanpur Dehat,124
94,Mound of ruins covered with large bricks and Bhitargaon Kanpur Dehat broken figures,124
95,Kos Minar Bhognipur Kanpur Dehat,124
96,Kos Minar Bhognipur Kanpur Dehat,124
97,Tank near the tomb of Sandal Shah Bichhiapur Kanpur Dehat 124 Sl.No. Name of Monument / Site Locality District,124
98,Temple known as Phulmati Devi Bihupur Kanpur Dehat,125
99,Kos Minar Chaparghata Kanpur Dehat,125
100,Kos Minar Deosar Kanpur Dehat,125
101,Fragment of a pillar Dumapur Kanpur Dehat,125
102,Kos Minar Gour Kanpur Dehat,125
103,Kos Minar Gour Kanpur Dehat,125
104,Kos Minar Halia Kanpur Dehat,125
105,Kos Minar Jallapur Sikandara Kanpur Dehat,125
106,Ancient brick temple Kanchilipur Kanpur Dehat,125
107,Two ancient brick temple Khurda Kanpur Dehat,125
108,Mound and the ancient pillar in a modern domed Lala Bhagat Kanpur Dehat chamber together with the stone cock lying in the front of it,125
109,Kos Minar Pailwaru Kanpur Dehat,125
110,Temple known as 'Mahadeo Baba' Parauli Kanpur Dehat,125
111,Kos Minar Pitampur Kanpur Dehat,125
112,Kos Minar Raigawan Kanpur Dehat,125
113,Kos Minar Rajpur Kanpur Dehat,125
114,Kos Minar Sankhiln Buzurg Kanpur Dehat,125
115,Kos Minar Sardarpur Kanpur Dehat,125
116,Sanskrit inscription in the well of Gayadin Sukal Subhanpur Kanpur Dehat,125
117,British Monuments Aurangabad Kheri,125
118,Mounds covered with bricks Arjunpur and Rukhara Lucknow,125
119,Cemetery Bargawan Lucknow,125
120,Bibiapur House Cantonment Lucknow,125
121,"Buildings, north-west of Dilkusha Palace Cantonment Lucknow",125
